Team 1,Team 2,Winning Team,Winning Score,Losing Score,Map Played
Virtus.pro,LGB,Virtus.pro,16,14,mirage
mousesports,dignitas,mousesports,16,14,inferno
Natus Vincere,Virtus.pro,Natus Vincere,16,9,cobblestone
neXtPlease!,ENTiTY,neXtPlease!,16,8,cache
Virtus.pro,EnVyUs,Virtus.pro,16,9,overpass
G2,PENTA,G2,16,5,nuke
PENTA,G2,G2,4,16,mirage
GreyFace,dignitas,dignitas,17,19,dust2
Natus Vincere,Property,Natus Vincere,16,10,inferno
GIANT5,ENTiTY,ENTiTY,6,16,cache
Publiclir.se,Panthers,Panthers,4,16,cache
Property,Natus,Natus,9,16,mirage
Games4u,Acer,Games4u,16,12,dust2
PENTA,CPH,PENTA,16,7,inferno
CPH Wolves,PENTA,CPH Wolves,16,14,mirage
Natus Vincere,PENTA,Natus Vincere,21,18,dust2
PENTA,Natus,PENTA,16,5,mirage
Natus Vincere,dignitas,Natus Vincere,16,11,dust2
dignitas,Natus,Natus,2,16,inferno
Skyred,ZZCY,Skyred,16,4,inferno
MVP.karnal,TyLoo,TyLoo,26,28,inferno
Skyred,Puzzle,Skyred,19,16,cache
ZZCY,nxl,ZZCY,16,7,mirage
GGWP,ACES,GGWP,16,10,dust2
WEPLAY,GGWP,GGWP,10,16,nuke
ACES,FlipSid3,FlipSid3,12,16,cobblestone
WEPLAY,ACES,ACES,12,16,inferno
GGWP,FlipSid3,FlipSid3,6,16,cobblestone
TEAMSWAGYOLO,USSR,USSR,9,16,cobblestone
All-Stars NA,All-Stars,All-Stars,12,16,dust2
TEAMSWAGYOLO,PiTER,TEAMSWAGYOLO,16,7,mirage
Nface,MVP.karnal,MVP.karnal,14,16,cache
HellRaisers,USSR,HellRaisers,16,11,cache
Insidious,TyLoo,TyLoo,8,16,mirage
TEAMSWAGYOLO,HellRaisers,HellRaisers,3,16,cache
USSR,PiTER,USSR,16,11,inferno
TSM,EnVyUs,TSM,16,9,inferno
Natus Vincere,NiP,NiP,14,16,dust2
Natus Vincere,LGB,Natus Vincere,16,12,mirage
LGB,EnVyUs,EnVyUs,10,16,overpass
neXtPlease!,RB,neXtPlease!,15,15,cache
EnVyUs,Natus,Natus,18,21,dust2
FlipSid3,G2,FlipSid3,16,6,nuke
TSM,Natus,TSM,16,14,dust2
HEADSHOTBG,TRICKED,HEADSHOTBG,16,11,cache
G2,FlipSid3,FlipSid3,4,16,cobblestone
GIANT5,TRICKED,TRICKED,8,16,inferno
HEADSHOTBG,Rock,HEADSHOTBG,16,11,inferno
NiP,Natus,Natus,10,16,mirage
FlipSid3,PENTA,FlipSid3,16,6,inferno
TRICKED,Rock,TRICKED,16,9,inferno
EnVyUs,TSM,TSM,23,26,dust2
PENTA,FlipSid3,FlipSid3,8,16,nuke
neXtPlease!,GPlay,GPlay,3,16,inferno
HellRaisers,CPH,HellRaisers,16,12,inferno
EnVyUs,fnatic,fnatic,3,16,nuke
CPH Wolves,HellRaisers,CPH Wolves,21,19,overpass
FlipSid3,Natus,FlipSid3,16,11,mirage
Titan,Virtus.pro,Virtus.pro,17,21,mirage
Natus Vincere,FlipSid3,Natus Vincere,16,9,inferno
Titan,LGB,Titan,16,13,cache
Virtus.pro,HellRaisers,HellRaisers,23,26,cache
GIANT5,GPlay,GPlay,0,16,inferno
Natus Vincere,fnatic,Natus Vincere,31,28,inferno
HellRaisers,Virtus.pro,HellRaisers,21,19,inferno
Natus Vincere,TSM,Natus Vincere,16,12,inferno
Mostly Harmless,Fenix,Fenix,7,16,nuke
Atlantis,LDLC,Atlantis,16,6,nuke
HellRaisers,Property,Property,11,16,mirage
Property,HellRaisers,HellRaisers,17,21,inferno
PENTA,fnatic,fnatic,8,16,inferno
Playing Ducks,Orbit,Orbit,14,16,dust2
fnatic,Vega,fnatic,16,6,mirage
Vega Squadron,fnatic,fnatic,1,16,cache
HellRaisers,GGWP,HellRaisers,16,1,dust2
Liquid,Cloud9,Cloud9,9,16,cache
CLG,Cloud9,CLG,16,4,nuke
dignitas,Playing,dignitas,16,1,cobblestone
Mostly Harmless,SKDC,Mostly Harmless,16,12,mirage
LDLC Blue,k1ck,LDLC Blue,25,21,mirage
NiP,Titan,Titan,6,16,mirage
TSM,Titan,Titan,6,16,cobblestone
fm-eSports,Atlantis,Atlantis,14,16,mirage
fnatic,TSM,TSM,10,16,mirage
NiP,LGB,NiP,16,12,mirage
TSM,fnatic,TSM,16,10,mirage
Virtus.pro,fnatic,Virtus.pro,16,6,mirage
Virtus.pro,TSM,TSM,6,16,inferno
Natus Vincere,EnVyUs,EnVyUs,11,16,inferno
LDLC Blue,GPlay,GPlay,6,16,dust2
LDLC White,Titan,Titan,5,16,cache
Immunity,Vox,Immunity,16,14,overpass
AVANT GARDE,Chiefs,Chiefs,12,16,mirage
Streamline,TRIDENT,TRIDENT,12,16,cache
TSM,dignitas,TSM,16,9,inferno
FlipSid3,dignitas,dignitas,4,16,mirage
FlipSid3,LGB,FlipSid3,16,3,mirage
dignitas,G2,dignitas,16,3,mirage
FlipSid3,3DMAX,FlipSid3,19,17,cache
CPH Wolves,dignitas,dignitas,6,16,dust2
FlipSid3,CPLAY,FlipSid3,16,14,inferno
Orbit,CPH,CPH,11,16,overpass
Reason,dignitas,dignitas,3,16,inferno
3DMAX,Property,3DMAX,16,5,dust2
INSHOCK,3DMAX,3DMAX,12,16,nuke
FlipSid3,Space,FlipSid3,16,14,nuke
Playing Ducks,Orbit,Orbit,10,16,cache
Reason,Games4u,Reason,16,2,inferno
Reason,Atlantis,Reason,16,14,cache
INSHOCK,puta,INSHOCK,16,8,nuke
Playing Ducks,Publiclir.se,Playing Ducks,16,11,cache
Orbit,malefiQ,Orbit,16,8,cache
Acer,Games4u,Games4u,4,16,mirage
Menace,FlipSid3,FlipSid3,11,16,mirage
myKPV,Space,Space,13,16,nuke
Lemondogs,3DMAX,3DMAX,6,16,cache
Sharkgaming,Lemondogs,Lemondogs,11,16,cobblestone
Menace,Badger,Menace,16,10,dust2
puta,Temp.no,puta,16,11,mirage
Playing Ducks,jQntefabrikkeN,Playing Ducks,16,6,mirage
Reason,schlaegeros,Reason,16,2,cache
Fraternitas,malefiQ,malefiQ,6,16,inferno
myKPV,FUGL?,myKPV,16,3,nuke
Games4u,Lions,Games4u,16,11,inferno
Fenix Fire,DWG,Fenix Fire,16,12,overpass
Mythic,SKDC,SKDC,4,16,inferno
eLevate,Cloud9,eLevate,16,14,nuke
Mostly Harmless,WinOut.net,Mostly Harmless,16,13,overpass
Liquid,CLG,Liquid,16,7,mirage
Badger,FONA,Badger,16,5,dust2
MnM,Lemondogs,Lemondogs,13,16,cache
no_rhythm,Lions,Lions,16,19,mirage
Free Transfer,jQntefabrikkeN,jQntefabrikkeN,4,16,cache
FUGL?,Blight,FUGL?,16,9,inferno
Frederiksberg,schlaegeros,schlaegeros,7,16,mirage
Badger,Sapiens,Badger,16,10,mirage
myRevenge,Temp.no,Temp.no,2,16,inferno
TAKTIKSTATIV,malefiQ,malefiQ,3,16,dust2
re:take,MnM,MnM,16,19,cache
Sespåmermaid,Frederiksberg,Frederiksberg,11,16,overpass
Titan,fnatic,fnatic,5,16,inferno
puta,jQntefabrikkeN,puta,16,9,dust2
h$fyre,FUGL?,FUGL?,13,16,inferno
partyastronauts,no_rhythm,no_rhythm,10,16,cache
Free Transfer,TJ'S,Free Transfer,16,2,inferno
myRevenge,Lucidez,myRevenge,16,8,inferno
CPLAY,Temp.no,CPLAY,16,5,dust2
Sharkgaming,TAKTIKSTATIV,Sharkgaming,16,10,mirage
FONA,Space,Space,8,16,dust2
fnatic,NiP,NiP,7,16,inferno
LDLC Blue,LDLC,LDLC Blue,16,6,overpass
Games4u,schlaegeros,Games4u,16,10,cache
INSHOCK,Blight,INSHOCK,16,8,mirage
myKPV,Lions,myKPV,16,6,cache
Menace,Lemondogs,Menace,16,13,cache
malefiQ,melty,malefiQ,16,4,cache
fnatic,Natus,Natus,11,16,overpass
Sapiens,FONA,FONA,8,16,mirage
Sharkgaming,melty,Sharkgaming,16,11,mirage
partyastronauts,myKPV,myKPV,4,16,inferno
Sespåmermaid,schlaegeros,schlaegeros,10,16,cache
h$fyre,Blight,Blight,11,16,mirage
Badger,Space,Space,8,16,mirage
myRevenge,Temp.no,Temp.no,11,16,cache
MnM,Menace,Menace,2,16,cache
Frederiksberg,Games4u,Games4u,8,16,mirage
Lucidez,CPLAY,CPLAY,6,16,overpass
malefiQ,TAKTIKSTATIV,TAKTIKSTATIV,11,16,mirage
Free Transfer,jQntefabrikkeN,jQntefabrikkeN,4,16,mirage
Lions,no_rhythm,Lions,16,2,nuke
TJ'S HELTE,puta,puta,5,16,mirage
re:take,Lemondogs,Lemondogs,4,16,cache
FUGL?,INSHOCK,INSHOCK,2,16,cache
FUGL?,PRiME,FUGL?,16,13,nuke
1. Holdet,Frederiksberg,Frederiksberg,9,16,nuke
malefiQ,DENiED,malefiQ,16,11,nuke
naptoR.Factory,h$fyre,h$fyre,9,16,nuke
e9,MnM,MnM,13,16,nuke
TEMPEST,Sharkgaming,Sharkgaming,9,16,nuke
FoxamoX,Sapiens,Sapiens,10,16,nuke
kRoGhs KanonEr,TJ'S,TJ'S,14,16,nuke
partyastronauts,eSpuma,partyastronauts,16,1,nuke
MIXERINO,Free,Free,2,16,nuke
DENiED,FONA,FONA,19,22,dust2
jQntefabrikkeN,Sharkgaming,jQntefabrikkeN,19,16,dust2
Frederiksberg,schlaegeros,schlaegeros,12,16,dust2
Space Soldiers,PRiME,Space Soldiers,16,7,dust2
Free Transfer,puta,puta,11,16,dust2
h$fyre,Temp.no,Temp.no,6,16,dust2
Blight,Sapiens,Blight,16,9,dust2
no_rhythm,MnM,no_rhythm,16,10,dust2
eSpuma,Lemondogs,Lemondogs,1,16,dust2
TJ'S HELTE,TAKTIKSTATIV,TAKTIKSTATIV,4,16,dust2
Frederiksberg,1.,Frederiksberg,25,23,inferno
h$fyre,naptoR.Factory,h$fyre,16,14,inferno
FUGL?,Space,Space,7,16,inferno
eSpuma,partyastronauts,eSpuma,16,7,inferno
kRoGhs KanonEr,TJ'S,TJ'S,6,16,inferno
e9,no_rhythm,no_rhythm,10,16,inferno
DENiED,malefiQ,DENiED,16,5,inferno
jQntefabrikkeN,TEMPEST,jQntefabrikkeN,16,1,inferno
MIXERINO,Free,Free,1,16,inferno
FoxamoX,Blight,Blight,1,16,inferno
Virtus.pro,mousesports,Virtus.pro,16,11,mirage
99DMG-Juniorbots,U-BOT,99DMG-Juniorbots,16,10,overpass
Botter Bröt,99DMG-Juniorbots,99DMG-Juniorbots,9,16,cobblestone
U-BOT,ÜberholverBOT,U-BOT,16,11,train
CLG,SKDC,CLG,16,5,dust2
Liquid,eLevate,eLevate,6,16,nuke
Cloud9,Mythic,Cloud9,16,8,cache
MONARCHS,G2,G2,10,16,overpass
LGB,TSM,TSM,11,16,dust2
CPLAY,Playing,CPLAY,16,2,dust2
Titan,Natus,Natus,9,16,dust2
mousesports,Virtus.pro,mousesports,16,12,mirage
neXtPlease!,G2,G2,6,16,cobblestone
Natus Vincere,Titan,Titan,19,21,inferno
GGWP,mousesports,mousesports,4,16,dust2
Atlantis,CPLAY,Atlantis,16,13,overpass
G2,Playing,G2,16,6,cache
MONARCHS,PiTER,PiTER,10,16,cache
Orbit,G2,Orbit,16,12,overpass
Virtus.pro,mousesports,Virtus.pro,16,6,cache
fnatic,LGB,fnatic,16,11,cache
TSM,PENTA,TSM,16,1,dust2
mousesports,Virtus.pro,Virtus.pro,12,16,cobblestone
PENTA,TSM,TSM,9,16,cache
G2,CPLAY,G2,16,11,cache
Orbit,PiTER,Orbit,16,12,inferno
Menace,LDLC,LDLC,13,16,inferno
Orbit,GPlay,GPlay,6,16,inferno
Publiclir.se,CPLAY,CPLAY,8,16,inferno
Orbit,3DMAX,3DMAX,6,16,dust2
MONARCHS,GPlay,GPlay,6,16,cache
The Flying V,WOOSAH,The Flying V,16,3,mirage
WinOut.net,BOXR,WinOut.net,16,10,mirage
myXMG,CPLAY,CPLAY,9,16,dust2
TRIDENT,Chiefs,Chiefs,10,16,cache
Streamline,Immunity,Immunity,7,16,dust2
AVANT GARDE,Vox,Vox,9,16,cache
CLG,Mythic,CLG,16,8,mirage
MWNL,Fenix,Fenix,13,16,mirage
Cloud9,Liquid,Liquid,13,16,cobblestone
Immersive,Area,Area,10,16,mirage
SKDC,eLevate,eLevate,9,16,nuke
G2,CAZ,G2,16,9,inferno
CPLAY,Orbit,CPLAY,15,15,dust2
OnlineBOTS,G2,G2,10,16,mirage
neXtPlease!,Orbit,Orbit,8,16,dust2
CAZ,x6tence,x6tence,1,16,mirage
G2,PiTER,G2,16,7,nuke
myKPV,PENTA,PENTA,7,16,mirage
GPlay,G2,G2,10,16,cache
BOXR,Fenix,Fenix,7,16,dust2
WinOut.net,MWNL,MWNL,9,16,dust2
Dethrone,Backfire,Backfire,2,16,dust2
Incursion,Tempo,Incursion,16,9,dust2
CAZ,OnlineBOTS,CAZ,16,11,dust2
x6tence,G2,G2,7,16,dust2
G2,dignitas,dignitas,14,16,mirage
Virtus.pro,Titan,Virtus.pro,21,15,cobblestone
FlipSid3,Reason,FlipSid3,16,9,mirage
TRICKED,Publiclir.se,TRICKED,16,12,dust2
HellRaisers,G2,G2,11,16,cache
EnVyUs,NiP,NiP,12,16,mirage
Orbit,FlipSid3,FlipSid3,12,16,dust2
G2,HellRaisers,G2,16,3,mirage
Titan,EnVyUs,Titan,16,11,cache
Lions,PENTA,PENTA,6,16,inferno
NiP,Virtus.pro,NiP,16,7,mirage
HEAT,Area,Area,8,16,dust2
Cloud9,SKDC,Cloud9,16,5,dust2
Fenix Frost,WOOSAH,WOOSAH,17,19,dust2
Mythic,Liquid,Liquid,3,16,mirage
eLevate,CLG,eLevate,21,19,dust2
Off Constantly,Immersive,Off Constantly,16,9,dust2
FlipSid3,Property,Property,11,16,nuke
Property,FlipSid3,Property,21,16,cache
MONARCHS,Playing,Playing,7,16,overpass
3DMAX,LGB,LGB,10,16,dust2
Publiclir.se,Orbit,Publiclir.se,16,14,inferno
neXtPlease!,Playing,neXtPlease!,16,11,dust2
PENTA,dignitas,dignitas,11,16,mirage
HellRaisers,Virtus.pro,HellRaisers,15,15,cache
dignitas,PENTA,PENTA,6,16,dust2
PiTER,Playing,PiTER,16,9,cobblestone
Virtus.pro,HellRaisers,Virtus.pro,16,6,mirage
GPlay,Playing,GPlay,16,8,cache
Off Constantly,Area,Off Constantly,16,14,inferno
Precision Gaming,WOOSAH,Precision Gaming,16,13,inferno
Immersive,HEAT,HEAT,19,22,inferno
The Flying V,Fenix,The Flying V,16,7,inferno
WinOut.net,Fenix,Fenix,4,16,inferno
MONARCHS,CPLAY,CPLAY,5,16,inferno
neXtPlease!,CPLAY,CPLAY,13,16,inferno
dignitas,FlipSid3,dignitas,16,7,inferno
MONARCHS,neXtPlease!,neXtPlease!,11,16,inferno
FlipSid3,dignitas,dignitas,13,16,nuke
HellRaisers,dignitas,dignitas,13,16,cache
dignitas,HellRaisers,dignitas,16,8,mirage
MWNL,BOXR,BOXR,17,19,inferno
Incursion,Backfire,Incursion,16,12,inferno
Dethrone,Tempo,Tempo,12,16,inferno
HEAT,Luminosity,Luminosity,2,16,dust2
Clockwork,HEAT,HEAT,12,16,inferno
LDLC White,LGB,LGB,9,16,inferno
OnlineBOTS,x6tence,OnlineBOTS,19,16,inferno
myKPV,myXMG,myKPV,16,3,inferno
Immunity,TRIDENT,Immunity,16,11,dust2
Streamline,AVANT,Streamline,16,8,cache
Chiefs,Vox,Chiefs,16,5,mirage
GPlay,CPLAY,CPLAY,13,16,inferno
PiTER,CPLAY,CPLAY,12,16,nuke
neXtPlease!,PiTER,PiTER,6,16,inferno
neXtPlease!,GPlay,GPlay,4,16,inferno
GPlay,PiTER,PiTER,5,16,mirage
Mythic,CLG,CLG,13,16,mirage
eLevate,SKDC,eLevate,16,13,nuke
dignitas,3DMAX,3DMAX,10,16,dust2
3DMAX,Playing,3DMAX,16,1,nuke
Playing Ducks,3DMAX,3DMAX,1,16,dust2
TSM,NiP,NiP,12,16,nuke
Playing Ducks,dignitas,dignitas,12,16,dust2
Orbit,dignitas,dignitas,11,16,inferno
mousesports,Property,Property,7,16,mirage
iNation,WiLD,iNation,15,15,cache
Property,mousesports,Property,16,14,cache
WiLD,GGWP,GGWP,12,16,dust2
iNation,GGWP,iNation,16,13,dust2
iNation,volgare,iNation,16,4,dust2
xfunction,k1ck,xfunction,15,15,inferno
Cloud9,TSM,TSM,8,16,overpass
Wizards,k1ck,k1ck,4,16,dust2
Cloud9,Virtus.pro,Virtus.pro,11,16,inferno
CLG,Keyd,Keyd,8,16,dust2
Mindplay,k1ck,k1ck,9,16,dust2
TSM,3DMAX,TSM,16,10,nuke
NiP,CLG,NiP,16,7,mirage
Keyd Stars,HellRaisers,Keyd Stars,16,12,inferno
TSM,Cloud9,Cloud9,14,16,nuke
3DMAX,Virtus.pro,Virtus.pro,5,16,overpass
Keyd Stars,NiP,NiP,9,16,inferno
HellRaisers,CLG,CLG,14,16,nuke
Natus Vincere,Vox,Natus Vincere,16,3,inferno
PENTA,LGB,PENTA,16,12,dust2
Natus Vincere,fnatic,fnatic,7,16,cobblestone
FlipSid3,Vox,Vox,2,16,cache
PENTA,Titan,PENTA,16,4,cache
LGB,EnVyUs,EnVyUs,8,16,cache
FlipSid3,Natus,Natus,2,16,mirage
Vox Eminor,fnatic,fnatic,3,16,inferno
PENTA,LGB,LGB,3,16,dust2
Titan,EnVyUs,EnVyUs,14,16,cobblestone
Why.eSports,overGame,Why.eSports,16,9,inferno
AlienTech,Atlantis,Atlantis,6,16,dust2
Why.eSports,AlienTech,Why.eSports,16,14,dust2
overGame,Atlantis,Atlantis,2,16,mirage
CPH Wolves,mousesports,CPH Wolves,16,11,mirage
overGame,AlienTech,AlienTech,7,16,dust2
mousesports,CPH,CPH,12,16,cobblestone
Why.eSports,Atlantis,Atlantis,0,16,dust2
G2,Property,Property,11,16,mirage
Property,G2,G2,11,16,overpass
Mindplay,xfunction,xfunction,2,16,cache
myKPV,x6tence,x6tence,10,16,inferno
Virtus.pro,Property,Virtus.pro,16,7,mirage
xfunction,Wizards,Wizards,10,16,nuke
myXMG,WiLD,WiLD,10,16,overpass
Property,Virtus.pro,Virtus.pro,19,21,dust2
Mindplay,Wizards,Mindplay,16,12,overpass
WiLD,volgare,volgare,10,16,overpass
Virtus.pro,GGWP,Virtus.pro,16,11,dust2
myKPV,volgare,myKPV,15,15,nuke
dignitas,G2,G2,14,16,dust2
GGWP,Virtus.pro,Virtus.pro,13,16,mirage
myKPV,WiLD,myKPV,16,8,mirage
x6tence,WiLD,x6tence,16,8,inferno
3DMAX,dignitas,3DMAX,16,11,mirage
x6tence,ESC,x6tence,16,10,nuke
Property,dignitas,Property,16,10,nuke
Playing Ducks,Orbit,Playing Ducks,16,11,cache
dignitas,Property,Property,10,16,inferno
GGWP,ESC,GGWP,16,6,cache
Orbit,3DMAX,Orbit,16,6,cache
CPH Wolves,Virtus.pro,Virtus.pro,11,16,dust2
Vega Squadron,PENTA,PENTA,5,16,dust2
Virtus.pro,CPH,Virtus.pro,16,10,inferno
myKPV,ESC,ESC,14,16,overpass
CPH Wolves,Reason,Reason,13,16,inferno
Natus Vincere,mousesports,Natus Vincere,16,2,dust2
myXMG,iNation,myXMG,16,4,inferno
x6tence,myXMG,x6tence,16,11,inferno
Natus Vincere,G2,Natus Vincere,16,6,season
iNation,ESC,ESC,11,16,dust2
G2,mousesports,mousesports,12,16,season
Property,Natus,Natus,10,16,season
myKPV,iNation,myKPV,15,15,inferno
myKPV,myXMG,myKPV,16,11,cobblestone
myXMG,GGWP,GGWP,12,16,nuke
x6tence,GGWP,x6tence,16,10,mirage
eLevate,CLG,CLG,17,19,nuke
Denial,SKDC,Denial,16,1,season
Denial,Luminosity,Luminosity,13,16,dust2
PENTA,fnatic,PENTA,16,12,cache
Reason,EnVyUs,EnVyUs,4,16,inferno
Gamerdesk,CPLAY,CPLAY,13,16,cache
EnVyUs,FlipSid3,EnVyUs,16,13,cache
FlipSid3,Reason,FlipSid3,16,12,mirage
CPLAY,Playing,Playing,11,16,cache
TSM,fnatic,fnatic,11,16,cache
Luminosity,eLevate,Luminosity,16,4,season
Denial,CLG,Denial,16,6,season
Area 51,Liquid,Liquid,9,16,season
FlipSid3,CPH,FlipSid3,16,13,mirage
CPH Wolves,FlipSid3,CPH Wolves,16,12,inferno
PENTA,Titan,PENTA,16,8,season
PENTA,Vega,PENTA,16,13,cache
Titan,CPH,Titan,16,5,season
GGWP,HellRaisers,GGWP,15,15,mirage
CPH Wolves,PENTA,CPH Wolves,16,8,dust2
PENTA,Virtus.pro,Virtus.pro,10,16,overpass
PENTA,Virtus.pro,Virtus.pro,15,21,cobblestone
Liquid,CLG,CLG,6,16,dust2
Area 51,SKDC,Area 51,16,11,dust2
GGWP,mousesports,mousesports,9,16,dust2
Orbit,dignitas,dignitas,9,16,inferno
PENTA,fnatic,fnatic,7,16,dust2
CPH Wolves,G2,CPH Wolves,16,9,mirage
CPH Wolves,G2,G2,10,16,overpass
myKPV,GGWP,myKPV,15,15,mirage
Liquid,eLevate,eLevate,17,19,nuke
SKDC,eLevate,eLevate,4,16,season
Area 51,CLG,CLG,2,16,season
Titan,Virtus.pro,Virtus.pro,8,16,nuke
volgare,GGWP,volgare,16,9,cache
Natus Vincere,Virtus.pro,Virtus.pro,9,16,cache
x6tence,volgare,x6tence,16,13,mirage
SKDC,Cloud9,Cloud9,1,16,nuke
Denial,Area,Denial,16,11,nuke
Denial,Liquid,Denial,16,11,nuke
WiLD,ESC,WiLD,15,15,cobblestone
UNLEASHED,Orbit,Orbit,14,16,inferno
Natus Vincere,Titan,Titan,10,16,cache
Virtus.pro,mousesports,Virtus.pro,16,9,cache
myXMG,ESC,myXMG,15,15,dust2
fnatic,Natus,fnatic,16,10,inferno
ESC,volgare,volgare,3,16,mirage
NiP,TSM,NiP,16,2,nuke
fnatic,Titan,fnatic,16,8,cache
Immunity,AVANT,Immunity,16,9,mirage
TRIDENT,Vox,Vox,0,16,cache
Chiefs,Streamline,Chiefs,16,8,cache
tryPANTS,Revoluted,tryPANTS,19,16,mirage
RCTIC,tryPANTS,tryPANTS,9,16,cobblestone
Revoluted,Menace,Menace,8,16,mirage
Revoluted,RCTIC,Revoluted,16,8,inferno
tryPANTS,Menace,Menace,10,16,cache
Paranoia,manUplay,Paranoia,16,8,dust2
manUplay,THE,manUplay,16,7,mirage
Paranoia,3DMAX,3DMAX,12,16,cache
THE PANTHERS,Paranoia,Paranoia,7,16,nuke
manUplay,3DMAX,3DMAX,1,16,cache
Vega Squadron,TSM,TSM,5,16,cache
Liquid,SKDC,Liquid,16,4,mirage
Cloud9,CLG,CLG,7,16,cache
Luminosity,Liquid,Liquid,3,16,cache
LGB,NiP,NiP,12,16,cache
Playing Ducks,myXMG,myXMG,13,16,nuke
Property,fnatic,fnatic,7,16,nuke
Virtus.pro,Natus,Virtus.pro,16,7,mirage
Orbit,k1ck,Orbit,16,11,mirage
mousesports,Property,mousesports,16,4,dust2
G2,Virtus.pro,G2,16,14,dust2
LGB,Titan,Titan,5,16,cache
fnatic,EnVyUs,fnatic,16,10,inferno
Cloud9,eLevate,eLevate,13,16,dust2
CLG,Cloud9,CLG,19,15,mirage
Orbit,Playing,Playing,4,16,cache
Orbit,OnlineBOTS,Orbit,16,8,inferno
myXMG,k1ck,k1ck,8,16,nuke
Planetkey,Playing,Playing,14,16,dust2
Orbit,myXMG,myXMG,12,16,inferno
PENTA,mousesports,mousesports,16,19,nuke
OnlineBOTS,Infused,OnlineBOTS,16,11,inferno
fm-eSports,Planetkey,Planetkey,9,16,inferno
Titan,TSM,TSM,3,16,nuke
k1ck,Playing,k1ck,16,9,cache
mousesports,PENTA,PENTA,8,16,inferno
G2,Titan,G2,16,6,dust2
fnatic,Virtus.pro,Virtus.pro,14,16,mirage
Orbit,OnlineBOTS,Orbit,26,22,cache
Reason,EnVyUs,EnVyUs,4,16,cache
fm-eSports,k1ck,k1ck,11,16,dust2
Playing Ducks,Planetkey,Playing Ducks,16,11,dust2
Infused,myXMG,myXMG,10,16,cache
FlipSid3,EnVyUs,EnVyUs,2,16,inferno
Luminosity,Area,Luminosity,19,15,dust2
SKDC,Cloud9,Cloud9,2,16,dust2
Liquid,Mythic,Liquid,16,12,inferno
SKDC,Cloud9,Cloud9,8,16,inferno
Luminosity,Cloud9,Cloud9,14,16,season
CLG,eLevate,CLG,16,4,nuke
HellRaisers,mousesports,mousesports,9,16,cache
G2,CPH,G2,16,4,cache
myKPV,k1ck,k1ck,3,16,dust2
Titan,fnatic,Titan,16,9,overpass
mousesports,HellRaisers,HellRaisers,5,16,dust2
PENTA,CPH,CPH,9,16,overpass
PENTA,fnatic,fnatic,12,16,cache
Vega Squadron,TSM,TSM,8,16,mirage
Luminosity,CLG,CLG,9,16,cache
BLUEJAYS,KILLERFISH,KILLERFISH,7,16,cache
EnVyUs,CPH,EnVyUs,16,7,inferno
CPH Wolves,EnVyUs,EnVyUs,5,16,overpass
Reason,CPH,Reason,16,14,cobblestone
CLG,Cloud9,Cloud9,13,16,nuke
Denial,Cloud9,Denial,16,13,cache
Virtus.pro,fnatic,fnatic,10,16,season
NiP,EnVyUs,EnVyUs,11,16,mirage
LGB,fnatic,fnatic,4,16,cache
NiP,fnatic,fnatic,18,21,mirage
EnVyUs,LGB,EnVyUs,16,7,dust2
Immunity,Chiefs,Immunity,26,24,mirage
Vox Eminor,Streamline,Vox Eminor,16,3,dust2
TRIDENT,AVANT,AVANT,15,21,dust2
SKDC,Denial,Denial,10,16,nuke
SKDC,Mythic,SKDC,16,13,overpass
Cloud9,eLevate,eLevate,20,26,cobblestone
Denial,CLG,CLG,12,16,tuscan
LunatiK,Liquid,LunatiK,16,5,season
CLG,Liquid,Liquid,12,16,mirage
OnlineBOTS,k1ck,k1ck,13,16,nuke
TSM,LGB,LGB,18,21,mirage
Virtus.pro,NiP,NiP,6,16,nuke
EnVyUs,Titan,Titan,11,16,cache
mousesports,fnatic,fnatic,4,16,season
mousesports,fnatic,mousesports,16,10,inferno
TSM,Virtus.pro,Virtus.pro,13,16,mirage
Ascendancy,Cloud9,Cloud9,16,19,season
Denial,eLevate,eLevate,14,16,cache
SKDC,CLG,SKDC,16,14,dust2
Mythic,Denial,Mythic,16,14,season
eLevate,Liquid,Liquid,9,16,inferno
Area 51,Cloud9,Cloud9,4,16,cache
Ascendancy,CLG,CLG,13,16,overpass
Mythic,Cloud9,Cloud9,13,16,dust2
eLevate,Liquid,eLevate,16,13,mirage
TST,Cloud9,Cloud9,0,16,tuscan
x6tence,Wizards,x6tence,16,10,nuke
volgare,Publiclir.se,Publiclir.se,13,16,mirage
Property,Titan,Property,16,13,cache
x6tence,volgare,x6tence,16,12,cache
Publiclir.se,Wizards,Publiclir.se,16,4,inferno
LGB,Natus,Natus,11,16,mirage
Property,fnatic,fnatic,8,16,mirage
skillz.LV,myKPV,myKPV,7,16,nuke
Property,CPH,Property,16,9,cache
Titan,NiP,NiP,10,16,dust2
PENTA,G2,PENTA,16,7,cache
Publiclir.se,x6tence,x6tence,6,16,mirage
fnatic,TSM,fnatic,16,9,inferno
Property,Virtus.pro,Property,16,12,dust2
Wizards,volgare,Wizards,16,9,inferno
EnVyUs,Virtus.pro,Virtus.pro,10,16,cobblestone
CPH Wolves,fnatic,fnatic,8,16,dust2
Virtus.pro,fnatic,fnatic,7,16,overpass
Mythic,CLG,Mythic,16,7,nuke
SKDC,LunatiK,SKDC,16,13,mirage
Ascendancy,Denial,Denial,12,16,tuscan
Property,PENTA,Property,16,5,mirage
